GUID,Source,x,y,z,Accuracy,Time,TimeUnix
4d3f969e-edf1-4096-80eb-7d3b8c7f77ad,MAGNETIC_FIELD_SOURCE,-12.718200999999999,-6.2164307,62.046814000000005,3,1538194954316,2018-09-29 04:22:34.316
7aaec38a-2ee6-4dcb-b5ef-8b3a1037fe99,MAGNETIC_FIELD_SOURCE,-43.415833,-12.576294,62.527466000000004,3,1538195258969,2018-09-29 04:27:38.969
b0f7f026-2c05-4979-a9fc-1027586f069f,MAGNETIC_FIELD_SOURCE,-19.099426,-20.405579,53.93982,3,1538195608542,2018-09-29 04:33:28.542
0c626d0c-fa9a-45ce-93a5-88ab75267349,MAGNETIC_FIELD_SOURCE,36.384583,-2.8259277000000003,125.75988999999998,3,1538196141515,2018-09-29 04:42:21.515
5c758af8-3f52-45d9-9f17-01378de83638,MAGNETIC_FIELD_SOURCE,3.7750244,-52.175903000000005,7.0632934999999994,3,1538196696008,2018-09-29 04:51:36.008
86c9ca2f-0f62-44ee-9b51-9372829df341,MAGNETIC_FIELD_SOURCE,-57.774353000000005,-0.17547607,-34.48639,3,1538197016697,2018-09-29 04:56:56.697
d954c017-063b-4816-b990-6d2df49b671b,MAGNETIC_FIELD_SOURCE,-19.52362,-33.039856,-11.776733,3,1538197575860,2018-09-29 05:06:15.860
5c25c379-9b0e-4217-9bad-e6defb78234b,MAGNETIC_FIELD_SOURCE,-14.483642999999999,7.3242188,49.07837,3,1538197889355,2018-09-29 05:11:29.355
7a9c1674-d67d-4dde-8844-c5db9e9783da,MAGNETIC_FIELD_SOURCE,-61.299133,-10.044861000000001,-10.276794,3,1538198275366,2018-09-29 05:17:55.366
5a6a2f1e-f3d5-48b3-bc6c-898352547ddb,MAGNETIC_FIELD_SOURCE,-7.598877000000001,-27.565002000000003,38.954163,3,1538198604350,2018-09-29 05:23:24.350
cea4a75c-65ec-42c9-9f3d-b738ff9f8bf2,MAGNETIC_FIELD_SOURCE,6.681823700000001,-19.360352,45.419309999999996,3,1538198916440,2018-09-29 05:28:36.440
803c54a3-89d9-4fc2-8f4f-be62e7995507,MAGNETIC_FIELD_SOURCE,5.3466797,-20.59021,44.638059999999996,3,1538199218767,2018-09-29 05:33:38.767
cd02e785-19e0-4758-9fdc-7285aad108f8,MAGNETIC_FIELD_SOURCE,4.4311523,-21.595764000000003,43.948364,3,1538199662156,2018-09-29 05:41:02.156
43f3eeb4-2299-42c4-b5ad-61e426c009fc,MAGNETIC_FIELD_SOURCE,20.075989,-32.650757,91.15448,3,1538200082654,2018-09-29 05:48:02.654
7f2b3f35-b9d7-468c-9532-d0b0661f5d9c,MAGNETIC_FIELD_SOURCE,14.196776999999999,-17.500304999999997,56.924440000000004,3,1538200408499,2018-09-29 05:53:28.499
14f2e5c8-0f21-4352-857d-7153e13eeab2,MAGNETIC_FIELD_SOURCE,14.120482999999998,-17.33551,56.60858,3,1538200722135,2018-09-29 05:58:42.135
28d3d476-1e00-420d-9ad5-d40acac20090,MAGNETIC_FIELD_SOURCE,14.961243,-16.825867000000002,57.299805000000006,3,1538201524650,2018-09-29 06:12:04.650
6cc40ccd-5d2b-4c9b-847a-0a467ca4fbc8,MAGNETIC_FIELD_SOURCE,14.060974,-17.636108,55.8136,3,1538202502702,2018-09-29 06:28:22.702
b679aea2-213b-4116-96e2-f369cfb84c59,MAGNETIC_FIELD_SOURCE,16.416930999999998,-10.900879,59.924316000000005,3,1538203467708,2018-09-29 06:44:27.708
e9f75f06-576c-4adc-bb9f-5ef460d51ddd,MAGNETIC_FIELD_SOURCE,34.701538,-42.219543,-12.271118,3,1538203770037,2018-09-29 06:49:30.037
8f5875b9-904c-4951-9ba4-54d2ca00964e,MAGNETIC_FIELD_SOURCE,26.541138,-33.729553,42.088318,3,1538204432606,2018-09-29 07:00:32.606
f5483f17-a523-4824-936e-a9b36eb88877,MAGNETIC_FIELD_SOURCE,-2.9037476000000004,-46.420288,27.973938,3,1538205300693,2018-09-29 07:15:00.693
3cbe0c0c-a961-4d9a-8a3c-3b5d9328d09b,MAGNETIC_FIELD_SOURCE,28.746033,-42.57965,12.928772,3,1538205775288,2018-09-29 07:22:55.288
76fd92e0-4bbc-449f-ba7c-ef28d7b916a7,MAGNETIC_FIELD_SOURCE,27.441406,-40.000916,6.748962400000001,3,1538206205786,2018-09-29 07:30:05.786
1f3871a0-2d28-40b5-b2d7-4b18eee9cb5f,MAGNETIC_FIELD_SOURCE,39.141846,-42.070007000000004,1.7837523999999998,3,1538206565996,2018-09-29 07:36:05.996
a029e097-a286-4b83-a92c-cd3b8b917dc8,MAGNETIC_FIELD_SOURCE,11.735535,-40.135193,-8.190918,3,1538207068072,2018-09-29 07:44:28.072
73f3eed5-591a-406b-aadf-6f73b88a409a,MAGNETIC_FIELD_SOURCE,33.441162,-34.03015,4.109192,3,1538207429684,2018-09-29 07:50:29.684
969807d5-16ea-44d1-9ed1-a3b6b6c582d7,MAGNETIC_FIELD_SOURCE,30.140686,-35.84442,4.019165,3,1538207922966,2018-09-29 07:58:42.966
8a761634-ec96-4787-b148-aaae491817ab,MAGNETIC_FIELD_SOURCE,-4.823303,-46.780396,26.098633,3,1538208284175,2018-09-29 08:04:44.175
1096b1ab-53c9-4f58-9238-27456f4ea612,MAGNETIC_FIELD_SOURCE,-8.934021000000001,-47.27478,23.068237,3,1538208716472,2018-09-29 08:11:56.472
cab7e6d7-ee5b-410f-90cc-c4f5d11541a1,MAGNETIC_FIELD_SOURCE,56.646730000000005,-32.350159999999995,3.5079955999999997,3,1538209153066,2018-09-29 08:19:13.066
16869562-01c8-4412-aff5-931b68f13e1c,MAGNETIC_FIELD_SOURCE,0.8468628,21.784973,56.489563000000004,3,1538209521175,2018-09-29 08:25:21.175
a1c768ff-9d1b-4b62-a1e4-0f6bec057e94,MAGNETIC_FIELD_SOURCE,1.5808105,22.340393,56.564330000000005,3,1538209824603,2018-09-29 08:30:24.603
e2e3445f-2cdf-4cad-89f4-fb2ea88ea66d,MAGNETIC_FIELD_SOURCE,0.7720946999999999,22.7005,55.604553,3,1538210815860,2018-09-29 08:46:55.860
2a81dfc8-ff7e-4bed-8a20-907ada41c48e,MAGNETIC_FIELD_SOURCE,0.2166748,24.18518,-59.835815000000004,3,1538211721937,2018-09-29 09:02:01.937
8fe46845-746d-4e84-b0a5-4e06c756dc46,MAGNETIC_FIELD_SOURCE,-0.05340576,23.62976,-59.925842,3,1538212665907,2018-09-29 09:17:45.907
91da102f-86f7-4217-ba35-38aee5bcd9a8,MAGNETIC_FIELD_SOURCE,-11.079407000000002,23.675537,45.49408,3,1538213486000,2018-09-29 09:31:26.000
73f08738-5ef9-49ba-aaca-9d569c7fadaa,MAGNETIC_FIELD_SOURCE,-8.499145500000001,36.860657,44.068909999999995,3,1538213789633,2018-09-29 09:36:29.633
92222122-9907-4dd2-bd93-562590266316,MAGNETIC_FIELD_SOURCE,-0.05340576,22.219849,56.893919999999994,3,1538214091858,2018-09-29 09:41:31.858
d1059f23-cdbe-475c-9473-4829236b7034,MAGNETIC_FIELD_SOURCE,0.35095215,22.399901999999997,55.79834,3,1538214416776,2018-09-29 09:46:56.776
6fe7da87-86ca-45a7-9dad-7bb056896e09,MAGNETIC_FIELD_SOURCE,-14.604187,33.54492,45.7489,3,1538214757598,2018-09-29 09:52:37.598
69de0205-b00f-4696-9521-6383bb575d42,MAGNETIC_FIELD_SOURCE,2.0462036,21.679688,57.658386,3,1538215059916,2018-09-29 09:57:39.916
c07c841a-fa09-4ffd-8119-9affe9432e9f,MAGNETIC_FIELD_SOURCE,2.2705078,22.070312,56.217957,3,1538215463919,2018-09-29 10:04:23.919
c89baeee-2340-46f5-9109-0a283ccb4650,MAGNETIC_FIELD_SOURCE,4.6417236,23.464966,-55.485535,3,1538215776043,2018-09-29 10:09:36.043
554c6434-89f4-4d35-beee-7e36aba88c9c,MAGNETIC_FIELD_SOURCE,4.9560547,23.480225,-55.770874,3,1538216078469,2018-09-29 10:14:38.469
df5c85ac-3f46-4f2d-881a-f4b3af2f8ba9,MAGNETIC_FIELD_SOURCE,-6.3095093,44.000244,38.36975,3,1538216396388,2018-09-29 10:19:56.388
2926525b-4a5b-4cb9-9308-67afcb05502d,MAGNETIC_FIELD_SOURCE,10.08606,-19.270325,65.608215,3,1538263082893,2018-09-29 23:18:02.893
2e6c87f8-6066-41c5-bca7-e72b70a4b800,MAGNETIC_FIELD_SOURCE,10.08606,-19.270325,65.608215,3,1538263082893,2018-09-29 23:18:02.893
342984d0-02f5-462a-bd53-6dcc852df504,MAGNETIC_FIELD_SOURCE,15.606689000000001,-14.515685999999999,55.183409999999995,3,1538263760629,2018-09-29 23:29:20.629
3fc67715-3ea6-4420-a6fe-d03cb2fd6505,MAGNETIC_FIELD_SOURCE,2.7053833,-24.6109,38.14392,3,1538264179725,2018-09-29 23:36:19.725
ee17e441-b128-453f-aed8-ce42f33541c2,MAGNETIC_FIELD_SOURCE,2.7053833,-24.6109,38.14392,3,1538264179725,2018-09-29 23:36:19.725
324ae0cd-7a69-4cf6-ad94-39c67981ae7f,MAGNETIC_FIELD_SOURCE,3.9367676,-24.624634,38.7146,3,1538264484521,2018-09-29 23:41:24.521
5a4311b3-3a5c-431d-9fce-c0765599fd32,MAGNETIC_FIELD_SOURCE,3.9367676,-24.624634,38.7146,3,1538264484521,2018-09-29 23:41:24.521
5165ed04-ac50-4ec7-ade0-f09f05fcaf92,MAGNETIC_FIELD_SOURCE,4.0115356,-23.980713,38.684082000000004,3,1538264830196,2018-09-29 23:47:10.196
87c3e2af-5a8f-4167-809a-6e5c740adda5,MAGNETIC_FIELD_SOURCE,4.0115356,-23.980713,38.684082000000004,3,1538264830196,2018-09-29 23:47:10.196
ef5121c0-1ee6-4ed7-8e1a-62d544732257,MAGNETIC_FIELD_SOURCE,3.3660888999999994,-25.645447,37.709045,3,1538265135334,2018-09-29 23:52:15.334
f17defdb-ccf0-480b-8152-cfb9cc779e65,MAGNETIC_FIELD_SOURCE,3.3660888999999994,-25.645447,37.709045,3,1538265135334,2018-09-29 23:52:15.334
c5726b92-75ed-423d-a2fc-3c3ed22a20e0,MAGNETIC_FIELD_SOURCE,3.4866333,-24.549866,38.77411,3,1538265439125,2018-09-29 23:57:19.125
6987c1d1-e578-4cae-9816-bd0762284493,MAGNETIC_FIELD_SOURCE,3.4866333,-24.549866,38.77411,3,1538265439125,2018-09-29 23:57:19.125
f4a71ab7-85bc-48d1-988d-ff5bd18b3d5c,MAGNETIC_FIELD_SOURCE,3.9520263999999994,-24.760437,38.323975,3,1538265738751,2018-09-30 00:02:18.751
bda2f657-741a-4d7b-9d45-3b84ea1f0ea7,MAGNETIC_FIELD_SOURCE,3.9520263999999994,-24.760437,38.323975,3,1538265738751,2018-09-30 00:02:18.751
83c58118-cb35-41a4-be64-def386afed49,MAGNETIC_FIELD_SOURCE,3.90625,-24.264526,38.789367999999996,3,1538266042583,2018-09-30 00:07:22.583
9148416b-766e-41c1-8c25-596c63a5536b,MAGNETIC_FIELD_SOURCE,3.90625,-24.264526,38.789367999999996,3,1538266042583,2018-09-30 00:07:22.583
b7083239-f25f-4d58-8dc2-10d5daea5e17,MAGNETIC_FIELD_SOURCE,4.0115356,-24.925232,38.128662,3,1538266361898,2018-09-30 00:12:41.898
e641fd2d-ab5e-4ddb-bf7b-e3df8e4ff25b,MAGNETIC_FIELD_SOURCE,4.0115356,-24.925232,38.128662,3,1538266361898,2018-09-30 00:12:41.898
e5b4fd16-48c7-421d-8510-71dce9071a4b,MAGNETIC_FIELD_SOURCE,4.0863037,-24.085998999999997,38.414,3,1538266666426,2018-09-30 00:17:46.426
ac3f51b4-8180-4e2f-949b-e2272e5874b8,MAGNETIC_FIELD_SOURCE,4.0863037,-24.085998999999997,38.414,3,1538266666426,2018-09-30 00:17:46.426
fb521de0-d2d3-430a-9735-cd2860d1671e,MAGNETIC_FIELD_SOURCE,4.1015625,-23.905945000000003,38.789367999999996,3,1538266972752,2018-09-30 00:22:52.752
c6a1fb71-5193-4f14-b86b-a0cb9664fb45,MAGNETIC_FIELD_SOURCE,4.1015625,-23.905945000000003,38.789367999999996,3,1538266972752,2018-09-30 00:22:52.752
a93be4cc-a9f7-4fca-87cf-1a9efbfc8a5c,MAGNETIC_FIELD_SOURCE,3.6514282,-24.685669,38.15918,3,1538267571704,2018-09-30 00:32:51.704
3f8c9ef7-beef-418e-b8bf-ae38f56f50c8,MAGNETIC_FIELD_SOURCE,8.480835,-22.03064,50.488279999999996,3,1538267875317,2018-09-30 00:37:55.317
1a7808d8-ba13-44ba-afe6-bcf477f1944a,MAGNETIC_FIELD_SOURCE,8.570862,-20.87555,49.96338,3,1538268178843,2018-09-30 00:42:58.843
6f5c1d98-23e6-4e1f-a48b-0424a328be3e,MAGNETIC_FIELD_SOURCE,8.511353,-21.040344,50.022890000000004,3,1538268482369,2018-09-30 00:48:02.369
24c73dc4-92fb-4615-8a0e-024f709ec4d7,MAGNETIC_FIELD_SOURCE,8.976746,-21.220398,50.143433,3,1538268785994,2018-09-30 00:53:05.994
23acacdc-19d8-43b9-ac0f-1abf5d277753,MAGNETIC_FIELD_SOURCE,-1.4938354,-19.239807,49.394226,3,1538269583765,2018-09-30 01:06:23.765
6f33f53d-f969-4ee0-a5aa-368faf5c5cee,MAGNETIC_FIELD_SOURCE,9.965515,-21.174622,34.918213,3,1538270525838,2018-09-30 01:22:05.838
57bcfe1d-8f2a-44f2-9e5c-e7f334d1bda1,MAGNETIC_FIELD_SOURCE,10.626221000000001,-20.994568,34.214783000000004,3,1538271159386,2018-09-30 01:32:39.386
fcaa359f-a285-4816-81f0-c8b514e03542,MAGNETIC_FIELD_SOURCE,11.735535,-20.080566,35.264587,3,1538271788831,2018-09-30 01:43:08.831
734bc9ed-6086-444e-b2fb-1eaa5bbcd215,MAGNETIC_FIELD_SOURCE,11.557007,-19.570923,36.149597,3,1538272087257,2018-09-30 01:48:07.257
31054590-7d37-4b05-9f74-0725dd30cf12,MAGNETIC_FIELD_SOURCE,9.516907000000002,-21.76056,34.709167,3,1538272403782,2018-09-30 01:53:23.782
34ce0f82-5ffa-4385-955e-e4abef4af6e0,MAGNETIC_FIELD_SOURCE,9.486388999999999,-20.890808,35.23407,3,1538272702208,2018-09-30 01:58:22.208
e31f468b-2f1b-45f5-95b5-83047d695e85,MAGNETIC_FIELD_SOURCE,9.306335,-21.534729000000002,35.24933,3,1538273006933,2018-09-30 02:03:26.933
340169b2-428d-4106-8945-9ae36c7dce74,MAGNETIC_FIELD_SOURCE,9.231567,-21.76056,34.843445,3,1538273314658,2018-09-30 02:08:34.658
224ce521-9e18-478f-80e0-6bdecbadc656,MAGNETIC_FIELD_SOURCE,8.840942,-21.775818,35.23407,3,1538273619714,2018-09-30 02:13:39.714
a008ba2a-86ec-457a-8781-5719bb3f9229,MAGNETIC_FIELD_SOURCE,9.156799000000001,-22.300720000000002,34.843445,3,1538273927994,2018-09-30 02:18:47.994
5ab64104-6f1f-40d4-8f83-6238fb262df2,MAGNETIC_FIELD_SOURCE,8.992004,-22.239685,35.534667999999996,3,1538275489504,2018-09-30 02:44:49.504
9e3d5329-c500-46cc-8995-758a95b94e36,MAGNETIC_FIELD_SOURCE,8.557129,-22.450256,34.36432,3,1538275787028,2018-09-30 02:49:47.028
9cc668f5-a43b-44cc-b851-53315bbc1c5d,MAGNETIC_FIELD_SOURCE,8.390808,-22.929382,36.523438,3,1538276691072,2018-09-30 03:04:51.072
4b1c191b-fef4-4800-abec-9d9ee75bb114,MAGNETIC_FIELD_SOURCE,7.6705933,-22.975158999999998,36.98883,3,1538277352472,2018-09-30 03:15:52.472
a55a617e-c4de-4c5f-8f7c-d297b4cb788e,MAGNETIC_FIELD_SOURCE,7.716369599999999,-22.735595999999997,36.883545,3,1538278611579,2018-09-30 03:36:51.579
b8cba24f-b73e-407a-bf68-dee3e39d484d,MAGNETIC_FIELD_SOURCE,7.852173,-23.57483,37.31842,3,1538279282128,2018-09-30 03:48:02.128
4fb358d1-f7ac-4e85-80eb-0904e0c6ff2b,MAGNETIC_FIELD_SOURCE,2.4368286,21.31958,-56.536865,3,1538280332534,2018-09-30 04:05:32.534
ba89e670-a10f-4ef4-89b3-adde51dfbc80,MAGNETIC_FIELD_SOURCE,2.7053833,21.995544,-56.372069999999994,3,1538280937891,2018-09-30 04:15:37.891
cc6dac90-f640-4199-ae8a-4bfccf433486,MAGNETIC_FIELD_SOURCE,2.6168823,22.340393,-56.565856999999994,3,1538281844967,2018-09-30 04:30:44.967
282f9b9f-d34b-4ef0-8560-7950215e5560,MAGNETIC_FIELD_SOURCE,2.9907227,22.489929999999998,-57.510376,3,1538282750451,2018-09-30 04:45:50.451
73d0aafd-3d7f-425f-9d0d-af46acece402,MAGNETIC_FIELD_SOURCE,-26.544190000000004,26.434326000000002,44.503784,3,1538283048971,2018-09-30 04:50:48.971
68e209d7-4800-4ef5-bca5-10f0f4541ebb,MAGNETIC_FIELD_SOURCE,24.066162,5.104065,61.079406999999996,3,1538283383594,2018-09-30 04:56:23.594
15212268-750a-48a9-9924-f8a325904540,MAGNETIC_FIELD_SOURCE,23.76709,5.4504395,61.334230000000005,3,1538283863574,2018-09-30 05:04:23.574
7bce5cd6-3ee1-4eb9-a7bc-e16a7cbd39ca,MAGNETIC_FIELD_SOURCE,23.87085,1.3549805,60.598755000000004,3,1538284538406,2018-09-30 05:15:38.406
6a943674-b78c-4977-9592-65b1b409d440,MAGNETIC_FIELD_SOURCE,24.336243,1.2054443000000001,61.288452,3,1538285494179,2018-09-30 05:31:34.179
046e9b01-5118-45f3-8daf-8a17c23e0f20,MAGNETIC_FIELD_SOURCE,24.020386,1.5945435,61.22894300000001,3,1538286514128,2018-09-30 05:48:34.128
bbb2d3be-e49f-4925-9e32-b8a41df45fac,MAGNETIC_FIELD_SOURCE,-17.408752,34.715270000000004,45.133972,3,1538287869792,2018-09-30 06:11:09.792
799a291a-4284-40bf-b31c-9a7263204f4e,MAGNETIC_FIELD_SOURCE,24.276733,4.7454834,-59.74579,3,1538288474649,2018-09-30 06:21:14.649
64cc5e7a-59b6-4d86-8644-188a39b32e65,MAGNETIC_FIELD_SOURCE,24.140929999999997,4.234314,-60.375977,3,1538289084002,2018-09-30 06:31:24.002
a05e4e37-d793-49e3-9fcb-08db1cdb3fee,MAGNETIC_FIELD_SOURCE,-12.579346000000001,40.87982,40.12451,3,1538289775226,2018-09-30 06:42:55.226
4bbc5b17-30af-4650-9ebe-6fcb87774567,MAGNETIC_FIELD_SOURCE,-16.358948,32.974243,46.273804,3,1538290103548,2018-09-30 06:48:23.548
cea35e13-c843-46d6-888c-d12f2dc9eefc,MAGNETIC_FIELD_SOURCE,7.446289,-15.234375,49.768066,3,1538301760672,2018-09-30 10:02:40.672
0b839dc5-31a8-4a19-bda4-1d21ba8696e8,MAGNETIC_FIELD_SOURCE,11.302185,-1.0757446000000002,-55.036926,3,1538302063111,2018-09-30 10:07:43.111
0741d9ea-4a4f-4843-8282-4258ffc75195,MAGNETIC_FIELD_SOURCE,41.15143,-20.500183,-38.746643,3,1538302490209,2018-09-30 10:14:50.209
fcc1bd8b-2691-4643-bb28-4113922ada08,MAGNETIC_FIELD_SOURCE,49.23706,8.360291,19.708251999999998,3,1538302955188,2018-09-30 10:22:35.188
4273650c-b23b-45f3-ac75-164d20ba0829,MAGNETIC_FIELD_SOURCE,55.14679,5.8990480000000005,0.55389404,3,1538303257514,2018-09-30 10:27:37.514
2e0abd32-8937-4516-a6ab-d54aedaa8596,MAGNETIC_FIELD_SOURCE,10.296631,-51.96991,-5.836487,3,1538303592431,2018-09-30 10:33:12.431
06f75e3d-4289-4164-8da8-591cf69245a5,MAGNETIC_FIELD_SOURCE,5.555725,-52.149963,3.8986205999999997,3,1538303913855,2018-09-30 10:38:33.855
7219cea6-5462-4e26-a027-8d2a086e63f4,MAGNETIC_FIELD_SOURCE,15.156554999999999,-48.519897,-0.105285645,3,1538304216080,2018-09-30 10:43:36.080
38c6ba82-b201-47b3-a3e1-548abac2dcfb,MAGNETIC_FIELD_SOURCE,55.252075,0.78430176,4.5440674,3,1538304513209,2018-09-30 10:48:33.209
69d7951f-ee64-4ee5-8968-17fa518cde0c,MAGNETIC_FIELD_SOURCE,14.901732999999998,-6.6848755,-50.31128,3,1538304814535,2018-09-30 10:53:34.535
35734a3d-b872-463f-8dbc-d90fcefb15dc,MAGNETIC_FIELD_SOURCE,17.556763,-4.9453735,-49.531555,3,1538305258231,2018-09-30 11:00:58.231
1bdd7f6f-e77d-450c-9978-189c1ccc76a3,MAGNETIC_FIELD_SOURCE,17.07611,-4.43573,-50.341797,3,1538305885274,2018-09-30 11:11:25.274
12aa9ba0-7260-4a42-aad1-ae33876ba7af,MAGNETIC_FIELD_SOURCE,16.80603,-4.0145874,-50.656128,3,1538306849839,2018-09-30 11:27:29.839
048eb30b-2416-4fc2-9ed2-7928621fdc5f,MAGNETIC_FIELD_SOURCE,16.911316,-5.064392,-50.35553,3,1538307934275,2018-09-30 11:45:34.275
70cbc248-a12d-42fa-9791-771613fbd33e,MAGNETIC_FIELD_SOURCE,2.7069092,-9.054565,-54.196167,3,1538311487005,2018-09-30 12:44:47.005
cdea0d00-bbe8-48b3-ae86-43d4394784bd,MAGNETIC_FIELD_SOURCE,7.762146,-7.044983,-55.11169399999999,3,1538318042202,2018-09-30 14:34:02.202
e2f6879a-9db9-40aa-977b-906d3640ad54,MAGNETIC_FIELD_SOURCE,8.226013,-7.029724000000001,-54.571532999999995,3,1538318348333,2018-09-30 14:39:08.333
0befa388-f886-4a67-989f-4653da60fd54,MAGNETIC_FIELD_SOURCE,28.881836,-20.724487,34.6344,3,1538322159796,2018-09-30 15:42:39.796
392d9391-e247-4a43-aa62-7de5c41a1634,MAGNETIC_FIELD_SOURCE,55.836487,2.0751953000000003,4.034424,3,1538322473121,2018-09-30 15:47:53.121
909e6dc6-1796-4bc0-bbb2-a73eb2e90676,MAGNETIC_FIELD_SOURCE,55.40161,0.74005127,2.1881104,3,1538322775548,2018-09-30 15:52:55.548
a121bfec-c0f1-46fe-ae66-56fcda288dbf,MAGNETIC_FIELD_SOURCE,55.65643299999999,-0.44555664,-0.6011963,3,1538323077773,2018-09-30 15:57:57.773
63bcab29-d5f4-4160-b801-abb4817a4471,MAGNETIC_FIELD_SOURCE,6.111145,-53.260803,-5.041504,3,1538323403594,2018-09-30 16:03:23.594
8bdfe9ba-2d3d-46f6-ab65-a39fb4d917ba,MAGNETIC_FIELD_SOURCE,4.6569824,-53.260803,3.237915,3,1538323706020,2018-09-30 16:08:26.020
30b74f3c-0d99-4c82-a722-e983b4c21c69,MAGNETIC_FIELD_SOURCE,4.147339,-52.915955000000004,1.7837523999999998,3,1538324008146,2018-09-30 16:13:28.146
8eebb7ab-cda4-4ea3-97ed-ace59a52667f,MAGNETIC_FIELD_SOURCE,16.056824,-49.031067,-14.460754000000001,3,1538324310571,2018-09-30 16:18:30.571
b3bed80e-d528-4432-a64c-950e263328b2,MAGNETIC_FIELD_SOURCE,16.671753,-38.830566,-33.001709999999996,3,1538324607800,2018-09-30 16:23:27.800
cbeba1db-8064-43a5-a08d-f894ee4ba66b,MAGNETIC_FIELD_SOURCE,12.696838,-42.234802,-29.986572,3,1538324904227,2018-09-30 16:28:24.227
46e36800-50e3-422c-be6c-e8886f30d91d,MAGNETIC_FIELD_SOURCE,15.2908325,-42.715454,-28.831482,3,1538325200955,2018-09-30 16:33:20.955
5cc31a99-f488-43fb-a7bd-29c79dcb1f17,MAGNETIC_FIELD_SOURCE,15.802001999999998,-41.410828,-30.33142,3,1538325504501,2018-09-30 16:38:24.501
10f9789c-4b0c-40c7-bd0d-e3e83884e729,MAGNETIC_FIELD_SOURCE,25.115967,-37.58545,-30.421447999999998,3,1538325806906,2018-09-30 16:43:26.906
80d69e0c-e73e-4aa0-ad7f-fca19c4a6399,MAGNETIC_FIELD_SOURCE,26.000977,-31.405640000000002,-36.106873,3,1538326109333,2018-09-30 16:48:29.333
afa259c7-573d-490d-9467-63234d4e581c,MAGNETIC_FIELD_SOURCE,38.825990000000004,8.479308999999999,-38.687134,3,1538326411561,2018-09-30 16:53:31.561
5a74ef50-058f-4621-b3a9-08026b845fbc,MAGNETIC_FIELD_SOURCE,2.6763916,-15.1901245,54.553222999999996,3,1538326714988,2018-09-30 16:58:34.988
3ccadc70-3380-46f1-8ded-dbc227a6be5b,MAGNETIC_FIELD_SOURCE,11.091614,-11.425781,55.34973000000001,3,1538327101994,2018-09-30 17:05:01.994
c6f7935e-c977-4044-9d0a-f378f4a50175,MAGNETIC_FIELD_SOURCE,5.271911599999999,-13.525391,54.733276000000004,3,1538327760734,2018-09-30 17:16:00.734
991fbd17-e7ba-4556-b8ca-beb58ea7e764,MAGNETIC_FIELD_SOURCE,3.5461426,-13.510132,54.808043999999995,3,1538328693404,2018-09-30 17:31:33.404
cae73b60-1843-4dd8-8069-c9cdae656fee,MAGNETIC_FIELD_SOURCE,3.7109375,-55.780030000000004,-2.0858765,3,1538328998328,2018-09-30 17:36:38.328
6a74fd96-ce70-44fd-88d1-1f088ae41152,MAGNETIC_FIELD_SOURCE,2.5558472,-56.289673,-4.470825,3,1538329304253,2018-09-30 17:41:44.253
1d3b7384-26ae-4c78-87f1-53901f66adf2,MAGNETIC_FIELD_SOURCE,2.0767212,-55.97534,-6.826782000000001,3,1538329613277,2018-09-30 17:46:53.277
0c8614b3-f8be-4f5a-8fb3-f5b21ae0fe22,MAGNETIC_FIELD_SOURCE,56.106567000000005,-2.8305054,-1.7562866000000001,3,1538329943497,2018-09-30 17:52:23.497
3356086a-85b5-49c3-a09e-05fd70cec18c,MAGNETIC_FIELD_SOURCE,6.126404,-55.239869999999996,-6.330871599999999,3,1538330245922,2018-09-30 17:57:25.922
c7d06d71-b75d-4868-9e0d-c43b932f35f2,MAGNETIC_FIELD_SOURCE,4.685974,-54.699707,-10.140991,3,1538330548249,2018-09-30 18:02:28.249
3b4aef0b-e226-4930-bc17-532aa6ab46dd,MAGNETIC_FIELD_SOURCE,55.911255000000004,-5.769348,2.5482178,3,1538330850574,2018-09-30 18:07:30.574
f8c3a783-da68-463a-b262-c7ebb9101ab3,MAGNETIC_FIELD_SOURCE,39.11133,12.739563,-37.12616,3,1538331152901,2018-09-30 18:12:32.901
c8255de3-1a7c-401f-880d-0ce674d7d97a,MAGNETIC_FIELD_SOURCE,-45.06836,0.14038086,-38.160706,3,1538331455232,2018-09-30 18:17:35.232
f975db3a-542c-4456-84b0-679c33a608e8,MAGNETIC_FIELD_SOURCE,17.390442,23.554993,55.903625,3,1538347134220,2018-09-30 22:38:54.220
365b8dcf-361d-4673-96e3-207703fbd4d9,MAGNETIC_FIELD_SOURCE,-20.439148,7.460022,-38.430786,3,1538347747579,2018-09-30 22:49:07.579
2263b421-1f9b-44ff-ab74-4b9147f6135a,MAGNETIC_FIELD_SOURCE,7.8216553,-1.361084,38.668822999999996,3,1538348220161,2018-09-30 22:57:00.161
052ce469-4d20-4de1-a25d-3c2f29eaca82,MAGNETIC_FIELD_SOURCE,7.8216553,-1.361084,38.668822999999996,3,1538348220161,2018-09-30 22:57:00.161
febe8c9c-ad04-48a4-a1a1-ed5666fb7537,MAGNETIC_FIELD_SOURCE,-18.263245,-5.5297849999999995,44.413757000000004,3,1538349874458,2018-09-30 23:24:34.458
8ae59951-0404-466a-89b9-10bfdb5b4ec5,MAGNETIC_FIELD_SOURCE,-16.912842,-4.2099,43.933105,3,1538350264958,2018-09-30 23:31:04.958
